company,dealSynopsis,dealType,investors,dealSizeStatus,dealSize,dealDate,dealPbId,companyPbId
OmniSpeech,The company joined The Majira Project as a part of Cohort 7 in 2022. No equity or funding was exchanged as a result of this program.,Accelerator/Incubator,The Majira Project,,,01-Jan-2022,289524-70T,100600-21
Phlux,The company raised an undisclosed amount of seed funding from Innovation Works in 2020.,Seed Round,Innovation Works,,,01-Jan-2020,175673-17T,466116-58
Phlux,"The company raised $80,000 of pre-seed funding from Innovation Works on May 26, 2021.",Seed Round,Innovation Works,Actual,0.08,26-May-2021,176040-55T,466116-58
Phlux,"The company received $256,000 of grant funding from National Science Foundation on March 1, 2022.",Grant,U. S. National Science Foundation,Actual,0.26,01-Mar-2022,205978-24T,466116-58
Phlux,"The company received $140,000 of grant funding from Office of Naval Research (ONR) on June 1, 2022.",Grant,Office of Naval Research (ONR),Actual,0.14,01-Jun-2022,235282-78T,466116-58
Phlux,"The company raised $382,000 of pre-seed funding from Hamatha, Innovation Works and Carnegie Mellon University on June 1, 2022. Other undisclosed investors also participated in the round.",Seed Round,"Carnegie Mellon University, Hamatha, Innovation Works",Actual,0.38,01-Jun-2022,235282-87T,466116-58
Phlux,"The company was in talks to receive an undisclosed amount of seed funding on September 5, 2023. Subsequently, the deal was cancelled.",Seed Round,,,,05-Sep-2023,239461-39T,466116-58
Phlux,"The company raised $75,000 of seed funding from Innovation Works on December 7, 2023.",Seed Round,Innovation Works,Actual,0.08,07-Dec-2023,249360-94T,466116-58
Prompt (Laboratory Services (Healthcare)),"The company received $501,737 of grant funding from U.S. Department of Health and Human Services in approximately January 2022.",Grant,U.S. Department of Health and Human Services,Actual,0.50,01-Jan-2022,219973-69T,522818-29
Prompt (Laboratory Services (Healthcare)),"The company received $255,667 of grant funding from National Science Foundation in approximately February 2023.",Grant,U. S. National Science Foundation (Henry Ahn),Actual,0.26,01-Feb-2023,219973-78T,522818-29
Prompt (Laboratory Services (Healthcare)),"The company received a $ 578,558 grant from National Institutes of Health on August 10, 2022.",Grant,,Actual,0.58,10-Aug-2022,225148-69T,522818-29
Prompt (Laboratory Services (Healthcare)),"The company joined CARB-X on March 1, 2024 and received $1 million in funding in the form of grant.",Accelerator/Incubator,CARB-X,Actual,1.00,01-Mar-2024,265458-70T,522818-29
Prompt (Laboratory Services (Healthcare)),"The company joined LifeBridge Health on March 20, 2023. No equity or funding was exchanged as a result of this program.",Accelerator/Incubator,LifeBridge Health,,,20-Mar-2023,265460-32T,522818-29
Prompt (Laboratory Services (Healthcare)),"The company graduated from Johns Hopkins Technology Ventures on June 6, 2022. No equity or funding was exchanged as a result of this program.",Accelerator/Incubator,Johns Hopkins Technology Ventures,,,06-Jun-2022,265461-31T,522818-29
Prompt (Laboratory Services (Healthcare)),"The company joined Nucleate as a part of its Activator program on May 17, 2024 and received $1,000 in funding.",Accelerator/Incubator,Nucleate,Actual,0.01,17-May-2024,269827-75T,522818-29
sagax.ai,"The company joined USC Rossier Edtech Accelerator as a part of its seventh cohort on November 15, 2024. No equity or funding was exchanged as a result of this program.",Accelerator/Incubator,USC Rossier Edtech Accelerator (Mark DeGennaro),,,15-Nov-2024,282464-29T,592814-08
Sotheby's Institute of Art,"The company, a subsidiary of Sotheby's (NYS: BID), was acquired by Cambridge Information Group through an LBO in 2002 for an undisclosed amount.",Buyout/LBO,Cambridge Information Group (Andrew Snyder),,,01-Jan-2002,81394-75T,169892-47
SparkGene Biotech,"The company joined UCLA Anderson Venture Accelerator on January 10, 2024.",Accelerator/Incubator,UCLA Anderson Venture Accelerator,,,10-Jan-2024,271305-55T,640681-21
SparkGene Biotech,"The company joined UCLA Anderson Venture Accelerator as a part of Innovation Showcase on November 17, 2023 and received $20,000 in funding.",Grant,UCLA Anderson Venture Accelerator,Actual,0.02,17-Nov-2023,271672-03T,640681-21
Terraforma Carbon,"The company received $275,000 of grant funding from National Science Foundation on July 15, 2024.",Grant,U. S. National Science Foundation,Actual,0.28,15-Jul-2024,291922-66T,791582-32
TurnUp,The company raised an undisclosed amount of venture funding from Connected Ventures in 2019.,Early Stage VC,Connected Ventures,,,01-Jan-2019,126002-89T,340884-01
TurnUp,"The company is no longer actively in business as of January 10, 2022.",Out of Business,,,,10-Jan-2022,186393-79T,340884-01
Wise Telemetry,"The company joined AlphaLab Gear on October 2, 2015 and received $25,000 in funding.",Accelerator/Incubator,AlphaLab Gear (Ilana Diamond),Actual,0.03,02-Oct-2015,66914-65T,153783-82
Wise Telemetry,"The company raised $205,000 of seed funding from Innovation Works on June 30, 2017. Startbot also participated in the round.",Seed Round,"Innovation Works, Startbot",Actual,0.21,30-Jun-2017,72596-17T,153783-82
Wise Telemetry,"The company received an undisclosed amount of grant funding from National Science Foundation on October 24, 2014",Grant,U. S. National Science Foundation,,,24-Oct-2014,72605-26T,153783-82
Wise Telemetry,"The company joined PROBEs (PRoblem-Oriented Business Explorations) through Project Olympus on April, 2014.",Accelerator/Incubator,Project Olympus,,,01-Apr-2014,72647-29T,153783-82
Wise Telemetry,"The company raised $30,000 of seed funding from Liebenthal Ventures and Innovation Works on June 29, 2020.",Seed Round,"Innovation Works, Liebenthal Ventures",Actual,0.03,29-Jun-2020,139983-85T,153783-82
Wise Telemetry,"The company was acquired by Otodata, via its financial sponsor Renovo Capital, through an LBO in March 2021 for an undisclosed sum.",Buyout/LBO,"Otodata (Andre Boulay), Renovo Capital (Matthew Farrell)",,,01-Mar-2021,170315-56T,153783-82
Ycenter,"The company raised $20,000 of angel funding from Keyur Shah and other undisclosed investors on July 15, 2015.",Angel (individual),Keyur Shah (Keyur Shah),Actual,0.02,15-Jul-2015,53825-68T,119761-66
Zap,"The company raised $900,000 of seed funding in a deal led by Rarestone Capital, Cypher Capital and Sharding Capital on January 19, 2024. Artemis Capital also participated in the round.",Seed Round,"Artemis Capital, Cypher Capital (Dubai), Rarestone Capital, Sharding Capital",Actual,0.90,19-Jan-2024,259214-68T,597432-07
Zap,"The company raised $15 million of venture funding in a deal led by Rarestone Capital, Cypher Capital and Sharding Capital on July 25, 2024. Auros, Larry Cermak, Chelsea Jiang, Luca Netz, Alex Krüger, RookieXBT, Ellio Trades, Noir Ventures, Ivan on Tech, VirtualBacon, Tradermayna, Bagsy, Cubantobacco and Presto Labs also participated in the round. The funds will be used to further enhance their platform and expand suite of products to better serve our community and the broader blockchain space.",Early Stage VC,"Alexander Krüger (Alexander Krüger), Auros (Financial Software), Bagsy Bagsy (Bagsy Bagsy), Chelsea Jiang (Chelsea Jiang), Cubantobacco Cubantobacco (Cubantobacco Cubantobacco), Cypher Capital (Dubai), Ellio Trades (Ellio Trades), Ivan on Tech (Ivan on Tech), Larry Cermak (Larry Cermak), Luca Netz, Noir Ventures, Presto Labs, Rarestone Capital, RookieXBT RookieXBT (RookieXBT RookieXBT), Sharding Capital, Trademayna Trademayna (Trademayna Trademayna), VirtualBacon VirtualBacon (VirtualBacon VirtualBacon)",Actual,15.00,25-Jul-2024,267983-20T,597432-07
