keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,congressional_district,state_country_incorporation,match
Brian Jordan,"BRANCH TECHNICAL SERVICES, LLC",EBAMYJ5U36X7,6LKM9,"8507 Oxon Hill RD STE 301,Fort Washington, Maryland,20744-4885, United States","8507 Oxon Hill Road Suite 301,Fort Washington, Maryland,20744-4885, United States",https://www.branchts.com/,"Jul 27, 2011",Tameka Edwards,Tameka Edwards,"Maryland, United States",Maryland 04,0
Doceo,DOCEO OFFICE SOLUTIONS LLC,K4GSFRV8AGP5,9EXD6,"255 Saint Charles WAY,York, Pennsylvania,17402-4643, United States","255 ST. Charles WAY,York, Pennsylvania,17402, United States",,"Nov 14, 2004","Carol Crabtree, Accounting Manager",Courtney Ueltschy,"Pennsylvania, United States",Pennsylvania 11,0
"Antroniks, LLC","PERSON CLINIC, LLC",DRZ4B5N4MLG5,909M7,"10719 Kings Riding WAY APT 102,Rockville, Maryland,20852-5408, United States","10719 Kings Riding WAY APT 102,Rockville, Maryland,20852-5408, United States",https://www.personc.clinic/,"Feb 24, 2017","SARAH IRANPOUR, FOUNDER","SARAH IRANPOUR, FOUNDER","Delaware, United States",Maryland 08,0
Eric Wallace,FIREHOUSE COMMUNITY ARTS CTR,ZW1BBCK69UF6,(blank),"412 41ST ST S,Birmingham, Alabama,35222-1937, United States","412 41ST ST S,Birmingham, Alabama,35222-1937, United States",https://firehousecac.org/,"May 21, 2020",Eric Wallace,Eric Wallace,"Alabama, United States",Alabama 06,0
Eric Wallace,"ATS COMPONENTS, INC",MHGWSPK6HJB1,1V2E4,"15050 Trinity BLVD,Fort Worth, Texas,76155-2614, United States","15050 Trinity BLVD,Fort Worth, Texas,76155-2614, United States",,"Jan 10, 2000","Tasha Phillips, Supv. Accts Receivable",Eric Wallace,"Texas, United States",Texas 33,0
Eric Wallace,"ISSPRO, INC.",M841DRJTN2M8,0B8Y6,"2515 NE Riverside WAY,Portland, Oregon,97211-1843, United States","2515 NE Riverside WAY,Portland, Oregon,97211-1899, United States",https://www.isspro.com/,"Jan 1, 1949","ERIC WALLACE, IT Manager","Eric Miller, Controller","Oregon, United States",Oregon 03,0
"Quantum Senses, LLC","QUANTUM SENSES, LLC",N7FNYK656DP9,9SMF5,"13701 Hebron LN,Upper Marlboro, Maryland,20774-8462, United States","13701 Hebron LN,Upper Marlboro, Maryland,20774-8462, United States",https://theearcoustic.com/,"Jul 30, 2021","Justin Lee, CEO","Justin Lee, CEO","Maryland, United States",Maryland 05,0
Plasticity,PLASTICITY INC.,DPJTHR3PZMC7,80LK4,"7918 Jones Branch DR,STE 800,Mc Lean, Virginia,22102-3347, United States","7918 Jones Branch Drive,Suite 800,Mclean, Virginia,22102, United States",,"Nov 2, 2016",Ajay Patel,Alexander Sands,"Delaware, United States",Virginia 11,0
"Gaskiya Diagnostics, LLC","GASKIYA DIAGNOSTICS, INC",FMX8PJ4RAUR9,7KUC1,"1100 Wicomico ST STE 323,Baltimore, Maryland,21230-2043, United States","1100 Wicomico ST STE 323,Baltimore, Maryland,21230-2043, United States",,"Mar 15, 2016",Kelli J Booth,Kelli J Booth,"Delaware, United States",Maryland 03,0
"Gaskiya Diagnostics, LLC",GASKIYA DIAGNOSTICS LLC,JKC8UZLCCGL5,8EWM4,"1100 Wicomico ST STE 323,Baltimore, Maryland,21230-2043, United States","1100 Wicomico ST STE 323,Baltimore, Maryland,21230-2043, United States",,"Jul 21, 2019",Kelli Booth,Kelli Booth,"Maryland, United States",Maryland 03,0
NextGlass LLC,NEXTGLASS LLC,Z4E5FMPDB631,9DF84,"112 Frederick AVE F,Rockville, Maryland,20850-5201, United States","259 Congressional LN,APT 310,Rockville, Maryland,20852, United States",,"Sep 23, 2021","Ratnesh Tiwari, Owner","Ratnesh Tiwari, Owner","Maryland, United States",Maryland 08,0
"Pendulum Analytics, Inc.",MARS TECHNOLOGY SERVICES LLC,G16YW56P69N9,9FVD3,"10270 E Taron DR APT 384,Elk Grove, California,95757-8237, United States","10270 E Taron DR APT 384,Elk Grove, California,95757-8237, United States",,"Mar 26, 2021","Michael Robinson, CEO","Michael Robinson, CEO","California, United States",California 07,0
Humimic Biosystems LLC,HUMIMIC BIOSYSTEMS LLC,TEN8SS2H6NZ4,9W0M0,"14 E Martin Luther King Jr BLVD,Fayetteville, Arkansas,72701-6501, United States","14 E Martin Luther King Jr BLVD,Fayetteville, Arkansas,72701-6501, United States",,"Dec 22, 2023","Alexis P Applequist, Co-Founder and CEO","Alexis P Applequist, Co-Founder and CEO","Arkansas, United States",Arkansas 03,0
Hawkeye MedTech Inc,"HAWKEYE MEDTECH, INC.",EEXCF8HG6NE1,7GKD9,"387 Technology DR STE 3119,College Park, Maryland,20742-0001, United States","6751 Columbia Gateway DR,Suite 300,Columbia, Maryland,21046, United States",http://www.hawkeyemedtech.com/,"Jul 2, 2015",ashok kapur,ashok kapur,"Maryland, United States",Maryland 05,0
Eric Lee,SPACE CLINIC LLC,UGLWXN3CD4P6,9RUY0,"11125 NE Weidler ST,Portland, Oregon,97220-1945, United States","11125 NE Weidler ST,Portland, Oregon,97220-1945, United States",,"Mar 1, 2023","Eric Lee, Dr","Eric Lee, Dr","Ohio, United States",Oregon 03,0
PixelRain,"PIXELRAIN AI, INC",QP5NN99HWY53,9RL06,"4121 Wilson BLVD FL 5,Arlington, Virginia,22203-4415, United States","4121 Wilson BLVD FL 5,Arlington, Virginia,22203-4415, United States",https://www.pixelrain.com/,"Aug 14, 2023","Leslie Steele, Director","Chris Durham, Chief Innovation Officer","Delaware, United States",Virginia 08,0
Redhelm Labs,REDHELM LABS LLC,XYFQDVGF8WM5,9M7X9,"9122 Baltimore AVE APT 3002,College Park, Maryland,20740-1370, United States","9122 Baltimore AVE APT 3002,College Park, Maryland,20740-1370, United States",https://www.redhelmlabs.com/,"Apr 25, 2023","Neil Sorkin, CEO","Neil Sorkin, CEO","Maryland, United States",Maryland 04,0
"NovoLINC, Inc.",NOVOL SP. Z O.O.,PXNTQ37HMGS5,(blank),"Zabikowska 7 LOK. 9,Komorniki,62-052, Poland","Zabikowska 7 LOK. 9,Komorniki,62-052, Poland",,"Dec 5, 1990","Michal Kierczynski, Mr","Grzegorz Wojciechowski, Mr","(blank), Poland",Not Applicable,0
SPaDe,MIKE'S MARINE REPAIR INC.,NMH3HJ5WGAJ6,4E0S3,"1859 Trask PKWY,Seabrook, South Carolina,29940-2905, United States","1859 Trask PKWY,Seabrook, South Carolina,29940-2905, United States",,"Jan 18, 2005",BARBARA SPADE,MIKE SPADE SPADE,"South Carolina, United States",South Carolina 06,0
SPaDe,"SPADE, SAMUEL",HZ8SFANEAWL5,6XY06,"3820 E Fountain ST,Long Beach, California,90804-2918, United States","3820 E Fountain ST,Long Beach, California,90804-2918, United States",,"Jan 1, 1998",SAMUEL SPADE,SAMUEL SPADE,"California, United States",California 47,0
SPaDe,"S & M TRANSPORT, INCORPORATED",UBQ3AS1ACTB3,5TX74,"6602 Great Cove Road,Needmore, Pennsylvania,17238-8744, United States","6602 Great Cove Road,Needmore, Pennsylvania,17238-8744, United States",,"Aug 1, 1993",DEE ANN SPADE,JIM SPADE,"Pennsylvania, United States",Pennsylvania 09,0
SPaDe,SPADE SECURITY LLC,SJNPQMUR4ZC1,9ZW39,"1972 E Garfield AVE,Salt Lake City, Utah,84108-2951, United States","1338 S Foothill DRIVE, Suite 196,Salt Lake City , Utah,84108, United States",https://spade-security.com/,"Aug 1, 2022","Edward R Fasone, President",Edward Fasone,"Utah, United States",Utah 02,0
SPaDe,"HONEY BROOK COMMUNITY LIBRARY, INC.",KQRUBHQQT237,9HYT3,"687 Compass RD,Honey Brook, Pennsylvania,19344-1232, United States","687 Compass Road,Honey Brook, Pennsylvania,19344, United States",,"Apr 28, 1972","Jennifer Spade, Director","Jennifer Spade, director","Pennsylvania, United States",Pennsylvania 06,0
KenectEd,CLASSIC PRODUCTS CORP,ND9UX2XR55D8,0GRG9,"4617 Industrial RD,Fort Wayne, Indiana,46825-5205, United States","4617 Industrial Road,Fort Wayne, Indiana,46825-5205, United States",http://www.classicproducts.com/,"Mar 30, 1987","Shawn E Spade, CFO","Shawn E Spade, CFO","Indiana, United States",Indiana 03,0
Games for Change,"GAMES FOR CHANGE, INC.",DF9JAM815C18,6GZR3,"335 Madison AVE STE 4L,New York, New York,10017-4611, United States","335 Madison AVE STE 4L,New York, New York,10017-4611, United States",https://www.gamesforchange.org/,"Jun 8, 2004",Kimberly Almanzor,Kimberly Almanzor,"New York, United States",New York 12,0
ESRA,"TURAMCO LINES, INC.",MA5GJC5MEDE3,74K97,"120 Ocean PKWY STE 4-H,Brooklyn, New York,11218-2464, United States","120 Ocean PKWY STE 4-H,Brooklyn, New York,11218-2464, United States",https://www.turamcolines.com/,"Oct 13, 2010","ESRA CEVHER, Vice President","ESRA CEVHER, Vice President","New York, United States",New York 09,0
ESRA,CELLVENTURE INC,JVH4AEBB38M5,7X8G2,"5430 Wessex CT APT 107,Dearborn, Michigan,48126-2676, United States","5430 Wessex CT APT 107,Dearborn, Michigan,48126-2676, United States",,"Jun 15, 2017",ESRA ERBAS KIZILTAS,ESRA ERBAS KIZILTAS,"Michigan, United States",Michigan 12,0
ESRA,"SOMAVAC MEDICAL SOLUTIONS, INC.",FJ9DTS9KM3D3,820Q6,"3144 Stage Post DR STE 101,Bartlett, Tennessee,38133-4039, United States","3144 Stage Post DR,Suite 101,Memphis, Tennessee,38133, United States",,"Apr 28, 2016",Esra Roan,Esra Roan,"Delaware, United States",Tennessee 08,0
ESRA,KARAKAYA TALKS GEMEINNUTZIGE UG,TU8QG168PPM1,(blank),"Rheinsberger STR. 76/77,C/o Factory Works Gmbh,Berlin,(blank), Germany","Rheinsberger STR. 76/77,C/o Factory Works Gmbh,Berlin, Berlin,13347, Germany",https://www.karakayatalks.com/,"Dec 14, 2022",Esra Karakaya,Esra Karakaya,"(blank), (blank)",Not Applicable,0
"Hale, Inc.",MITCHEL HALE,QYFXK39P79K6,53RF4,"14230 Al Highway 28,Linden, Alabama,36748-3585, United States","14230 AL. HWY. 28,Linden, Alabama,36748-3585, United States",,"Jun 1, 2005",MELANIE M. HALE,MITCHEL J HALE,"Alabama, United States",Alabama 07,0
"Hale, Inc.",CITY OF PLANTERSVILLE,C65XDGN67JV7,8U3M0,"12110 Hale LN,Plantersville, Texas,77363-7808, United States","12110 Hale Lane,Plantersville, Texas,77363-7808, United States",,"May 15, 2017","Karen Hale, Mayor","Karen Hale, Mayor","(blank), (blank)",Texas 10,0
"Hale, Inc.",HALE TECH LLC,ZLB1TLA6MRB9,05C32,"806 City Center BLVD,Newport News, Virginia,23606-2899, United States","806 City Center BLVD,Newport News, Virginia,23606-2899, United States",https://www.hale-tech.com/,"Nov 20, 2015","Daniel Hale, CEO","Daniel Hale, CEO","Virginia, United States",Virginia 03,0
"Hale, Inc.","HALE, ARVEL M.",R5K1HDJJMT74,340P1,"610 South 96TH AVE,Yakima, Washington,98908-9742, United States","610 S 96TH AVE,Yakima, Washington,98908-9742, United States",,"Jan 1, 1993","Arvel M Hale, Mr","Arvel M Hale, Mr","Washington, United States",Washington 04,0
Recurrent Dynamics,BILLY HALE,JY3QK9N8X1G1,8TT82,"199 Cliff Top LN,Chattanooga, Tennessee,37419-1060, United States","199 Cliff Top Lane,Chattanooga, Tennessee,37419, United States",,"Apr 30, 1992",Billy Hale,Billy Hale,"(blank), (blank)",Tennessee 04,0
Recurrent Dynamics,"HALE, BARBARA A",LFNTK3N196B5,5A8H7,"3221 Redwood DR,Indianapolis, Indiana,46227-7060, United States","3221 Redwood Drive,Indianapolis, Indiana,46227-7060, United States",,"Dec 10, 2008",BARBARA HALE,BARBARA HALE,"Indiana, United States",Indiana 07,0
Recurrent Dynamics,HALE FAMILY TRANSPORT LLC,HZ2FBMGTM7Z3,9QF55,"1299 93RD ST,Niagara Falls, New York,14304-2607, United States","1299 93RD ST,Niagara Falls, New York,14304-2607, United States",,"Jul 8, 2020","Gordon W hale, owner","Gordon W hale, owner","New York, United States",New York 26,0
"Electro-Media Design, Ltd.",ELECTRO-MEDIA DESIGN LTD,FRDDXKG3BDJ9,07EP7,"973 Russell AVE,STE C,Gaithersburg, Maryland,20879-3292, United States","973 Russell AVE STE C,Gaithersburg, Maryland,20879-3292, United States",http://www.electro-media.com/,"Jan 1, 1990",Robert C Hendricks,Robert Hendricks,"Maryland, United States",Maryland 06,0
Consistency,NURTURING YOURS WITH CONSISTENCY LLC,HKSDJES46Z97,8NVA4,"4118 N 49TH ST,Milwaukee, Wisconsin,53216-1306, United States","4118 N 49TH ST,Milwaukee, Wisconsin,53216-1306, United States",,"Dec 6, 2018",Porsche Griffith,Porsche Griffith,"Wisconsin, United States",Wisconsin 04,0
Consistency,SYMMACORE LLC,QUS5EF3AHVM3,9RCM5,"20210 Hidden Creek CT,Ashburn, Virginia,20147-4150, United States","4445 Corporation LN STE 264,Virginia Beach, Virginia,23462, United States",https://www.symmacore.com/,"Aug 26, 2023","Joseph Depew, CEO","Tony Depew, COO","Virginia, United States",Virginia 10,0
Consistency,"KUSI GLOBAL, INC",VETZAX44KWS8,7K7F7,"4301 50TH ST STE 300,Washington, District Of Columbia,20016-4395, United States","4301 50TH STREET, NW,Suite 300 #2031,Washington, District Of Columbia,20016-4395, United States",https://www.kusitraining.com/,"Aug 24, 2015","Talia Fox, President","Talia Fox, President","Delaware, United States",District Of Columbia 98,0
University of Maryland,LEUKOSIGHT INC,CPD8XYNJ4YE5,4GP51,"1107 Microbiology Bldg 231 B Campus DR,College Park, Maryland,20742-4450, United States","231B Microbiology Bldg,College Park, Maryland,20742, United States",,"May 4, 2006",DAVID Mosser,Debra Weinstein,"Maryland, United States",Maryland 05,0
University of Maryland,UNIVERSITY OF MARYLAND,PNK2G91GKFW6,3LML6,"2101 Van Munching Hall,College Park, Maryland,20742-1821, United States","7805 Regents Drive,University Of Maryland,College Park, Maryland,20742, United States",https://www.umd.edu/,"Aug 1, 1984",Rebecca Hunsaker,Denise Clark,"(blank), (blank)",Maryland 04,0
