keyword,sam_company_name,sam_website,match,sam_physical_address_street,sam_physical_address_city,sam_physical_address_state,sam_physical_address_zipcode,sam_mailing_address_street,sam_mailing_address_city,sam_mailing_address_state,sam_mailing_address_zipcode,sam_incorp_year,sam_contacts,sf_company_name,sf_full_name,sf_street,sf_city,sf_state,sf_country,sf_zipcode,sf_website,sf_incorporation_year,ms_company_name_fuzzy_score,ms_website_fuzzy_score,ms_incorp_year_fuzzy_score,ms_street_fuzzy_score_physical,ms_street_fuzzy_score_mailing,ms_city_fuzzy_score_physical,ms_city_fuzzy_score_mailing,ms_state_fuzzy_score_physical,ms_state_fuzzy_score_mailing,ms_zipcode_fuzzy_score_physical,ms_zipcode_fuzzy_score_mailing,highest_fuzzy_score
Barney's Bee's,HC PHOTONICS CORP.,,0,,,,,,,,,2000,"['Karin Wu', 'Kariin Wu']",Barney's Bee's,['Thomas Ryan Barnett'],,,,United States,,,,18.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
SSSS,"LATENT ROBOTICS, INC.",,0,102 Meadow Heights Drive,Pittsburgh,Pennsylvania,15215,102 Meadow Heights DR,Pittsburgh,Pennsylvania,15215,2021,"['George Darakos', 'George Darakos']",SSSS,['Ryan Pillai'],,,,United States,,,,7.9999999999999964,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
NOAA,"STOLER, NOAA",,0,30 Blackburne TER,West Orange,New Jersey,07052,30 Blackburne TER,West Orange,New Jersey,07052,2013,"['Noaa Stoler', 'Noaa Stoler']",NOAA,['David Tomberlin'],,,,United States,,,,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1578947368421
NOAA,OFFICE OCEANIC ATMOSPHERIC RES,,0,120 David L Boren BLVD,Norman,Oklahoma,73072,,,,,1970,"['Dena GROSE', 'Dean Grose']",NOAA,['David Tomberlin'],,,,United States,,,,17.647058823529417,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
NOAA,DOC-NOAA,,0,4301 Rickenbacker Causeway,Miami,Florida,33149,,,,,1970,"['Robert Kohler', 'ROBERT KOHLER']",NOAA,['David Tomberlin'],,,,United States,,,,66.66666666666667,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Henry Hausmann,DEPT OF COMMERCE NOAA/NMFS/OSF,,0,,,,,3209 Frederic Street,Pascagoula,Mississippi,39567,2024,"['Patricia Rabideau', 'Patricia Rabideau']",Henry Hausmann,['Henry Hausmann'],,,,United States,,,,27.27272727272727,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.38095238095239
Henry Hausmann,DEPT OF COMMERCE NOAA SEFSC,,0,75 Virginia Beach Drive,Key Biscayne,Florida,33149,,,,,2024,"['LENORA WOODS', 'Kurt Weilbaecher']",Henry Hausmann,['Henry Hausmann'],,,,United States,,,,24.390243902439025,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Henry Hausmann,NOAA MARYLAND LLC,,0,5554 Main ST,Williamsville,New York,14221,5554 Main ST,Williamsville,New York,14221,2011,"['James Harrigan', 'James Harrigan']",Henry Hausmann,['Henry Hausmann'],,,,United States,,,,32.25806451612904,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
MindStand,DIRIGIBLE SYSTEMS INC.,https://dirigible.systems/,0,363 Buckingham WAY,Westminster,Maryland,21157,363 Buckingham WAY,Westminster,Maryland,21157,2020,"['Julius Knapp', 'Julius Knapp']",MindStand,['Michael Ogunsanya'],,,,United States,,,,25.806451612903224,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Insight Engineering, Inc.",INSIGHT ENGINEERING PLLC,https://www.insightpllc.com/,0,,,,,,,,,2018,"['Kimberly Koch', 'Kimberly Koch']","Insight Engineering, Inc.",['Tony Vaz'],,,,United States,,https://www.iengri.com/,1991,85.71428571428572,78.43137254901961,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
"Real World Ready, LLC","INSIGHT ENGINEERING SOLUTIONS, INC.",https://www.insighteng.net/,0,640 Ravenglass,Townsend,Delaware,19734,640 Ravenglass,Townsend,Delaware,19734,2008,"['Devanand Prasad', 'DEVANAND PRASAD']","Real World Ready, LLC",['Adil Faisal'],6418 Buena Vista Dr,Margate,Florida,United States,33063 8304,,2011,25.0,0.0,0,42.42424242424242,42.42424242424242,26.66666666666667,26.66666666666667,26.66666666666667,26.66666666666667,26.66666666666667,26.66666666666667,100.0
"Real World Ready, LLC","E.B.V. ENGINEERING, INC.",https://www.iengri.com/,0,1801 Mccormick DR STE 450,Largo,Maryland,20774,,,,,1991,"['Antony Vaz', 'Alan Tharp']","Real World Ready, LLC",['Adil Faisal'],6418 Buena Vista Dr,Margate,Florida,United States,33063 8304,,2011,26.66666666666667,0.0,0,31.818181818181824,0.0,50.0,0.0,26.66666666666667,0.0,26.66666666666667,0.0,100.0
Lawrencecorp,BRIGITFLEX INC,,0,1725 Fleetwood DR,Elgin,Illinois,60123,1725 Fleetwood DR,Elgin,Illinois,60123,2006,"['BRIGITTE LAWRENCE', 'BRIGITTE LAWRENCE']",Lawrencecorp,"['Ronald Harris', 'Ronald Harris', 'Ronald Harris', 'Ronald Harris']",3406 Woodbine Avenue 2flr. Apt.,Baltimore,Maryland,United States,,,,30.76923076923077,0.0,0,29.166666666666664,29.166666666666664,28.57142857142857,28.57142857142857,25.0,25.0,0.0,0.0,100.0
Lawrencecorp,TOWNSHIP OF LAWRENCE,,0,2207 Lawrence RD,Lawrence Township,New Jersey,08648,2207 Lawrence Road,Lawrence Township,New Jersey,08648,1798,"['Linda Lutes', 'Kevin Nerwinski']",Lawrencecorp,"['Ronald Harris', 'Ronald Harris', 'Ronald Harris', 'Ronald Harris']",3406 Woodbine Avenue 2flr. Apt.,Baltimore,Maryland,United States,,,,50.0,0.0,0,34.04255319148937,36.73469387755102,23.076923076923073,23.076923076923073,22.22222222222222,22.22222222222222,0.0,0.0,60.0
Lawrencecorp,"LAWRENCE MOBILE HOME SERVICE, INC.",,0,303 W New Hope RD,Goldsboro,North Carolina,27534,303 W New Hope Road,Goldsboro,North Carolina,27534,1986,"['LEATHA Lawrence', 'LEATHA LAWRENCE']",Lawrencecorp,"['Ronald Harris', 'Ronald Harris', 'Ronald Harris', 'Ronald Harris']",3406 Woodbine Avenue 2flr. Apt.,Baltimore,Maryland,United States,,,,43.47826086956522,0.0,0,41.666666666666664,43.99999999999999,33.333333333333336,33.333333333333336,36.36363636363637,36.36363636363637,0.0,0.0,100.0
Lawrencecorp,"ALMETER, LAWRENCE F",,0,651 Hickory LN,Waynesville,Ohio,45068,651 Hickory LN,Waynesville,Ohio,45068,2010,"['Lawrence Almeter', 'Lawrence Almeter']",Lawrencecorp,"['Ronald Harris', 'Ronald Harris', 'Ronald Harris', 'Ronald Harris']",3406 Woodbine Avenue 2flr. Apt.,Baltimore,Maryland,United States,,,,51.61290322580645,0.0,0,22.22222222222222,22.22222222222222,30.000000000000004,30.000000000000004,0.0,0.0,0.0,0.0,76.19047619047619
Azita Moalemi,"AMELIA HEART AND VASCULAR CENTER, INC.",,0,6136 Brandon AVE,Springfield,Virginia,22150,6136 Brandon AVE,Springfield,Virginia,22150,2007,"['AZITA MOALEMI', 'NAGHMEH TEBYANIAN']",Azita Moalemi,['Azita Moalemi'],,,,United States,,,,35.29411764705882,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Cric,CACHE REFUGEE AND IMMIGRANT CONNECTION (CRIC),,0,,,,,,,,,2014,"['Lorien Belton', 'Daniel Beus']",Cric,['Kristine Mosuela'],,,,United States,,,,16.326530612244895,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882352941176
SAM,SABR TECHNOLOGY LLC,,0,3324 W Melinda LN,Phoenix,Arizona,85027,3324 W Melinda LN,Phoenix,Arizona,85027,2018,"['Sam Ramirez', 'Sam Ramirez']",SAM,['Shawn Greenspan'],,,,United States,,,,18.181818181818176,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4186046511628
SAM,"ACE GUIDES, LLC",http://www.aceguides.com/,0,10305 Globe DR,Ellicott City,Maryland,21042,10305 Globe Drive,Ellicott City,Maryland,21042,2007,"['Sam Fogle', 'SAM Fogle']",SAM,['Shawn Greenspan'],,,,United States,,,,11.111111111111116,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
SAM,"PRIORITY 1 LENDING, LLC",https://priority1lending.com/,0,38701 7 Mile RD STE 290,Livonia,Michigan,48152,38701 7 Mile RD STE 290,Livonia,Michigan,48152,2015,"['Sam Dababneh', 'Sam Dababneh']",SAM,['Shawn Greenspan'],,,,United States,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.37037037037037
SAM,"SILENT PARTNER SECURITY SYSTEMS, INC.",,0,8356 West Main Street,Marshall,Virginia,20115,8356 West Main Street,Marshall,Virginia,20115,1994,"['sam rogers', 'sam rogers']",SAM,['Shawn Greenspan'],,,,United States,,,,15.000000000000002,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
TRI-GUARD,"DSS NETWORKS, INC.",http://www.dssnetworks.com/,0,24462 Redlen ST,Lake Forest,California,92630,24462 Redlen ST,Lake Forest,California,92630,2000,"['Sam Svay', 'Sam Svay']",TRI-GUARD,['Andrea Griffith'],,,,United States,,,,22.22222222222222,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
TRI-GUARD,"SOFTWARECENTER, INCORPORATED",https://www.softwarecenter.com/,0,299 Herndon PKWY STE 109,Herndon,Virginia,20170,,,,,1983,"['SAM TAHMASSIAN', 'SAM TAHMASSIAN']",TRI-GUARD,['Andrea Griffith'],,,,United States,,,,27.027027027027028,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Ready Robotics,"TRI-GUARD RISK SOLUTIONS, LTD",,0,4031 University DR STE 100,Fairfax,Virginia,22030,4031 University DR STE 100,Fairfax,Virginia,22030,2012,"['Keesha Crosby', 'Keesha Crosby']",Ready Robotics,['Kelleher Guerin'],101 W Dickman St Ste 800,Baltimore,Maryland,United States,21230-5025,https://www.ready-robotics.com,2016,41.860465116279066,6.060606060606055,0,52.0,52.0,37.5,37.5,25.0,25.0,53.333333333333336,53.333333333333336,100.0
"Stocastic, LLC",READY ROBOTICS CORPORATION,https://ready-robotics.com/,0,3600 Eastwood DR,Baltimore,Maryland,21206,3600 Eastwood DR,Baltimore,Maryland,21206,2016,"['Benjamin Gibbs', 'Benjamin Gibbs']","Stocastic, LLC",['Eric Hamrock'],101 N Haven St Ste 301,Baltimore,Maryland,United States,21224-1634,www.stocastic.com,2015,30.000000000000004,40.90909090909091,0,31.57894736842105,31.57894736842105,100.0,100.0,100.0,100.0,53.333333333333336,53.333333333333336,100.0
WARIO,MISSOURI EXPRESS TRANSPORTATION SERVICES LLC,,0,3115 Rutger ST,Saint Louis,Missouri,63104,3115 Ritger,St Louis,Missouri,63104,2024,"['Adam Wario', 'Adam Wario']",WARIO,['Alex Johnson'],,,,United States,,,,16.326530612244895,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333333333333
WARIO,"CENTER FOR RESEARCH AND DEVELOPMENT IN DRYLANDS, KENYAKEN",https://www.crdd-kenya.org/,0,,,,,,,,,2019,"['Qaliti Jillo', 'Hussein wario']",WARIO,['Alex Johnson'],,,,United States,,,,9.677419354838712,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.55102040816327
Reglin,"SHOSHONE ESTATES WATER CO., INC.",,0,12460 Gelber AVE,Las Vegas,Nevada,89124,,,,,2017,"['Darcy Reglin', 'Darcy Reglin']",Reglin,['Christine Joseph'],,,,United States,,,,15.789473684210531,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667
Reglin,PEOPLE FOR PEOPLE CHARTER SCHOOL INC,,0,800 N Broad ST,Philadelphia,Pennsylvania,19130,800 N Broad Street,Philadelphia,Pennsylvania,19130,2000,"['Kimberly Hensinger', 'B ROBIN']",Reglin,['Christine Joseph'],,,,United States,,,,23.809523809523814,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"BioBind, Inc.",BIOBIND INC,,0,4620 Henry ST,Oakland,Pennsylvania,15213,4620 Henry ST,Pittsburgh,Pennsylvania,15213,2019,"['Brian Holt', 'Brian Holt']","BioBind, Inc.","['Brian Holt', 'Anne Arnold']",4620 Henry St,Pittsburgh,Pennsylvania,United States,15213,https://www.linkedin.com/company/biobind-inc/about/,2019,91.66666666666666,11.111111111111116,0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0
OncoGone,"ONCOGONE, INC.",,0,10921 Lamplighter LN,Potomac,Maryland,20854,10921 Lamplighter LN,Potomac,Maryland,20854,2018,"['Xiaoban Xin', 'Xiaoban Xin']",OncoGone,['Xiaoban Xin'],,,,United States,,,,72.72727272727273,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Impruvon,"IMPRUVON, INC.",https://www.impruvonhealth.com/,0,7206 Kitchen DR,King George,Virginia,22485,7206 Kitchen DR,King George,Virginia,22485,2020,"['Michael Mazzocco', 'Justin Amoyal']",Impruvon,['Justin Amoyal'],7206 Kitchen Dr,King George,Virginia,United States,22485 5227,https://impruvonhealth.com/,2020,72.72727272727273,93.10344827586206,0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,66.66666666666667,100.0
KinaMark,"KINAMARK, LLC",,0,,,,,,,,,2015,"['Charles Bieberich', 'Charles Bieberich']",KinaMark,['Feng Tao'],1450 S Rolling Rd Ste 1-0,Halethorpe,Maryland,United States,21227-3863,,2015,76.19047619047619,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667
"Bolston, LLC",MEDICAL EMERGENCY NETWORK LLC,,0,37 Hutchinson ST NE Unit 615,Atlanta,Georgia,30307,,,,,2022,"['Delandra Bolston', 'Delandra Bolston']","Bolston, LLC",['Charles Spencer'],1519 York Road,Lutherville,Maryland,United States,,https://bolston.net,2020,34.14634146341463,18.181818181818176,0,14.28571428571429,0.0,22.22222222222222,0.0,26.66666666666667,0.0,0.0,0.0,100.0
Genetoo Inc.,GENETOO INC.,http://www.genetoo.com/,0,9841 Washingtonian BLVD STE 200,Gaithersburg,Maryland,20878,,,,,2017,"['Christopher Whitman', 'Christopher Whitman']",Genetoo Inc.,['Christopher Whitman'],9841 Washingtonian Blvd,Gaithersburg,Maryland,United States,20878 5389,https://www.genetoo.com,2017,100.0,95.65217391304348,0,85.18518518518519,0.0,100.0,0.0,100.0,0.0,66.66666666666667,0.0,100.0
Precision Neuroscopics,PRECISION NEUROSCOPICS INC,https://www.precisionneuroscopics.com/,0,4620 Henry ST,Pittsburgh,Pennsylvania,15213,4620 Henry ST,Pittsburgh,Pennsylvania,15213,2020,"['Shawn Kelly', 'Shawn Kelly']",Precision Neuroscopics,['Alireza Chaman Zar'],4620 Henry St,Pittsburgh,Pennsylvania,United States,15213 3715,https://www.precisionneuroscopics.com/,2015,91.66666666666666,100.0,0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,66.66666666666667,100.0
Capital eXperience Group,"CAPITAL EXPERIENCE GROUP, LLC",https://www.capitalexperiencegroup.com/,0,4041 34TH ST,Mount Rainier,Maryland,20712,4041 34TH ST,Mount Rainier,Maryland,20712,2019,"['Tonja Pena', 'Tonja Pena']",Capital eXperience Group,"['Tonja Peña', 'Tonja Peña']",,,,United States,,https://www.capitalexperiencegroup.com,,90.56603773584906,98.7012987012987,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Daniel Chapman,MARCH ROOFING LLC,https://www.marchroofing.com/,0,173 W Main ST,Azle,Texas,76020,,,,,2021,"['Daniel Chapman', 'Daniel Chapman']",Daniel Chapman,['Daniel Chapman'],,,,United States,,,,25.806451612903224,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57142857142857
Daniel Chapman,"DAKOTA FLUID POWER, INC.",http://www.dakotafluidpower.com/,0,3409 N Lewis AVE,Sioux Falls,South Dakota,57104,3409 N Lewis AVE,Sioux Falls,South Dakota,57104,1991,"['DANIEL CHAPMAN', 'DANIEL CHAPMAN']",Daniel Chapman,['Daniel Chapman'],,,,United States,,,,31.57894736842105,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.37037037037037
Daniel Chapman,ARCHER FARMS,,0,112 Archer RD,Dayton,Washington,99328,112 Archer RD,Dayton,Washington,99328,1986,"['Anne Chapman', 'Daniel Chapman']",Daniel Chapman,['Daniel Chapman'],,,,United States,,,,38.46153846153846,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06896551724138
"Creative Strategies, LLC",CREATIVE STRATEGIES FOR CHANGE,https://www.creativestrategiesforchange.com/,0,,,,,2900 N Downing ST Unit 1B,Denver,Colorado,80205,2013,"['Frank Lucero', 'Frank Lucero']","Creative Strategies, LLC",['June Dea'],,,,United States,,,,77.77777777777779,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777777777779
"Creative Strategies, LLC","CREATIVE STRATEGIES INTERNATIONAL, LLC",,0,1317 Vincent PL,Mc Lean,Virginia,22101,1317 Vincent PL,Mclean,Virginia,22101,2003,"['Eugene Augusterfer', 'Eugene Augusterfer']","Creative Strategies, LLC",['June Dea'],,,,United States,,,,77.41935483870968,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Creative Strategies, LLC",D&P CREATIVE STRATEGIES LLC,http://www.dpcreativestrategies.com/,0,6601 Rannoch RD,Bethesda,Maryland,20817,6601 Rannoch RD,Bethesda,Maryland,20817,2004,"['INGRID DURAN', 'CATHERINE Pino']","Creative Strategies, LLC",['June Dea'],,,,United States,,,,90.19607843137256,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Creative Strategies, LLC",CREATIVE STRATEGIES MEDIA LLC,http://creativestrategiesmedia.tv/,0,2340 Barbour RD,Falls Church,Virginia,22043,2340 Barbour RD,Falls Church,Virginia,22043,2011,"['Dara Padwo', 'Dara Padwo']","Creative Strategies, LLC",['June Dea'],,,,United States,,,,86.79245283018868,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Brian Jordan,ST CAMILLUS CHURCH,,0,1600 Saint Camillus DR,Silver Spring,Maryland,20903,1600 Saint Camillus DR,Silver Spring,Maryland,20903,1951,"['Brian Jordan', 'Brian Jordan']",Brian Jordan,['Brian Jordan'],,,,United States,,,,19.999999999999996,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Brian Jordan,BRIAN JORDAN,,0,19261 Nuthatch ST,Perris,California,92570,19261 Nuthatch ST,Perris,California,92570,2005,"['Kenya Jackson', 'Brian Jordan']",Brian Jordan,['Brian Jordan'],,,,United States,,,,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Brian Jordan,"SENSIBLE SOLUTIONS AND TECHNOLOGIES, INC.",https://www.ssati.com/,0,10830 Guilford RD STE 308,Annapolis Junction,Maryland,20701,10830 Guilford RD STE 308,Annapolis Junction,Maryland,20701,2003,"['Mary Leesman', 'Brian JORDAN']",Brian Jordan,['Brian Jordan'],,,,United States,,,,26.415094339622648,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Brian Jordan,"HELIX ELECTRIC, INC.",http://www.helixelectric.com/,0,6795 Flanders DR,San Diego,California,92121,6795 Flanders DR,San Diego,California,92121,1985,"['Brady Hill', 'Brian Jordan']",Brian Jordan,['Brian Jordan'],,,,United States,,,,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Brian Jordan,"BRANCH TECHNICAL SERVICES, LLC",https://www.branchts.com/,0,8507 Oxon Hill RD STE 301,Fort Washington,Maryland,20744,8507 Oxon Hill Road Suite 301,Fort Washington,Maryland,20744,2011,"['Tameka Edwards', 'Tameka Edwards']",Brian Jordan,['Brian Jordan'],,,,United States,,,,28.57142857142857,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Doceo,DOCEO OFFICE SOLUTIONS LLC,,0,255 Saint Charles WAY,York,Pennsylvania,17402,,,,,2004,"['Carol Crabtree', 'Courtney Ueltschy']",Doceo,['Dare Abinleko'],,,,United States,,,,32.25806451612904,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Antroniks, LLC","PERSON CLINIC, LLC",https://www.personc.clinic/,0,10719 Kings Riding WAY APT 102,Rockville,Maryland,20852,10719 Kings Riding WAY APT 102,Rockville,Maryland,20852,2017,"['SARAH IRANPOUR', 'SARAH IRANPOUR']","Antroniks, LLC",['Sam Ogunbo'],,,,United States,,,,56.25,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Eric Wallace,FIREHOUSE COMMUNITY ARTS CTR,https://firehousecac.org/,0,412 41ST ST S,Birmingham,Alabama,35222,412 41ST ST S,Birmingham,Alabama,35222,2020,"['Eric Wallace', 'Eric Wallace']",Eric Wallace,['Eric Wallace'],,,,United States,,,,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.08510638297872
Eric Wallace,"ATS COMPONENTS, INC",,0,15050 Trinity BLVD,Fort Worth,Texas,76155,15050 Trinity BLVD,Fort Worth,Texas,76155,2000,"['Tasha Phillips', 'Eric Wallace']",Eric Wallace,['Eric Wallace'],,,,United States,,,,19.354838709677423,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Eric Wallace,"ISSPRO, INC.",https://www.isspro.com/,0,2515 NE Riverside WAY,Portland,Oregon,97211,2515 NE Riverside WAY,Portland,Oregon,97211,1949,"['ERIC WALLACE', 'Eric Miller']",Eric Wallace,['Eric Wallace'],,,,United States,,,,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6086956521739
"Quantum Senses, LLC","QUANTUM SENSES, LLC",https://theearcoustic.com/,0,13701 Hebron LN,Upper Marlboro,Maryland,20774,13701 Hebron LN,Upper Marlboro,Maryland,20774,2021,"['Justin Lee', 'Justin Lee']","Quantum Senses, LLC",['Justin Lee'],13701 HEBRON LN,UPPER MARLBORO,Maryland,United States,,,,100.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
Plasticity,PLASTICITY INC.,,0,,,,,,,,,2016,"['Ajay Patel', 'Alexander Sands']",Plasticity,['Aaron Roth'],,,,United States,,,,80.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667
"Gaskiya Diagnostics, LLC","GASKIYA DIAGNOSTICS, INC",,0,1100 Wicomico ST STE 323,Baltimore,Maryland,21230,1100 Wicomico ST STE 323,Baltimore,Maryland,21230,2016,"['Kelli Booth', 'Kelli Booth']","Gaskiya Diagnostics, LLC","['Mary Larkin', 'Mary Larkin', 'T.J. Edwards']",1100 Wicomico St Ste 323,Baltimore,Maryland,United States,21230-2043,https://www.automarinesys.com,2016,91.66666666666666,12.5,0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,66.66666666666667,100.0
"Gaskiya Diagnostics, LLC",GASKIYA DIAGNOSTICS LLC,,0,1100 Wicomico ST STE 323,Baltimore,Maryland,21230,1100 Wicomico ST STE 323,Baltimore,Maryland,21230,2019,"['Kelli Booth', 'Kelli Booth']","Gaskiya Diagnostics, LLC","['Mary Larkin', 'Mary Larkin', 'T.J. Edwards']",1100 Wicomico St Ste 323,Baltimore,Maryland,United States,21230-2043,https://www.automarinesys.com,2016,97.87234042553192,12.5,0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,66.66666666666667,100.0
NextGlass LLC,NEXTGLASS LLC,,0,112 Frederick AVE F,Rockville,Maryland,20850,,,,,2021,"['Ratnesh Tiwari', 'Ratnesh Tiwari']",NextGlass LLC,"['Jungho Kim', 'Jungho Kim']",12009 Montrose Village Terrace,Rockville,Maryland,United States,,,2021,100.0,0.0,0,36.73469387755102,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0
"Pendulum Analytics, Inc.",MARS TECHNOLOGY SERVICES LLC,,0,10270 E Taron DR APT 384,Elk Grove,California,95757,10270 E Taron DR APT 384,Elk Grove,California,95757,2021,"['Michael Robinson', 'Michael Robinson']","Pendulum Analytics, Inc.","['William Sherman', 'William Sherman']",9658 Baltimore Ave,College Park,Maryland,United States,20740 1346,https://www.pendanalytics.com,2019,38.46153846153846,18.75,0,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857,33.333333333333336,33.333333333333336,13.33333333333333,13.33333333333333,100.0
Humimic Biosystems LLC,HUMIMIC BIOSYSTEMS LLC,,0,14 E Martin Luther King Jr BLVD,Fayetteville,Arkansas,72701,14 E Martin Luther King Jr BLVD,Fayetteville,Arkansas,72701,2023,"['Alexis Applequist', 'Alexis Applequist']",Humimic Biosystems LLC,['Alexis Applequist'],14 E MLK JR BLVD,FAYETTEVILLE,Arkansas,United States,72701,,2023,100.0,0.0,0,68.08510638297872,68.08510638297872,100.0,100.0,100.0,100.0,100.0,100.0,73.6842105263158
Hawkeye MedTech Inc,"HAWKEYE MEDTECH, INC.",http://www.hawkeyemedtech.com/,0,387 Technology DR STE 3119,College Park,Maryland,20742,,,,,2015,"['ashok kapur', 'ashok kapur']",Hawkeye MedTech Inc,['Ashok Kapur'],387 Tchnology Dr Ste 3119,College Park,Maryland,United States,20742-0001,http://www.hawkeyemedtech.com/,2015,95.0,100.0,0,98.0392156862745,0.0,100.0,0.0,100.0,0.0,66.66666666666667,0.0,100.0
Eric Lee,SPACE CLINIC LLC,,0,11125 NE Weidler ST,Portland,Oregon,97220,11125 NE Weidler ST,Portland,Oregon,97220,2023,"['Eric Lee', 'Eric Lee']",Eric Lee,['Eric Lee'],,,,United States,,,,41.666666666666664,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846153846154
PixelRain,"PIXELRAIN AI, INC",https://www.pixelrain.com/,0,4121 Wilson BLVD FL 5,Arlington,Virginia,22203,4121 Wilson BLVD FL 5,Arlington,Virginia,22203,2023,"['Leslie Steele', 'Chris Durham']",PixelRain,['Chris Durham'],,,,United States,,https://www.pixelrain.com,,69.23076923076923,98.0392156862745,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Redhelm Labs,REDHELM LABS LLC,https://www.redhelmlabs.com/,0,9122 Baltimore AVE APT 3002,College Park,Maryland,20740,9122 Baltimore AVE APT 3002,College Park,Maryland,20740,2023,"['Neil Sorkin', 'Neil Sorkin']",Redhelm Labs,"['Neil Sorkin', 'Neil Sorkin', 'Ojo Akinwale']",8125 48th Avenue,College Park,Maryland,United States,20740,https://www.redhelmlabs.com/about,2023,85.71428571428572,91.80327868852459,0,37.2093023255814,37.2093023255814,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"NovoLINC, Inc.",NOVOL SP. Z O.O.,,0,,,,,,,,,1990,"['Michal Kierczynski', 'Grzegorz Wojciechowski']","NovoLINC, Inc.",['Rui Cheng'],4620 Henry St,Pittsburgh,Pennsylvania,United States,15213,https://www.novolinkinc.com/,2022,46.666666666666664,12.903225806451612,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03703703703704
