company,companyPbId,dealPbId,dealDate,dealSize,dealSizeStatus,investors,dealType,dealSynopsis
MileMarker,265691-08,116807-68T,01-Jan-2015,,,TEDCO (George Davis),Grant,The company received an undisclosed amount of grant funding from TEDCO under Maryland Innovation Initiative in 2015.
MileMarker,265691-08,116807-77T,01-Jan-2016,,,TEDCO (George Davis),Grant,The company received an undisclosed amount of grant funding from TEDCO under Maryland Innovation Initiative in 2016.
MileMarker,265691-08,183557-62T,01-Oct-2021,0.26,Actual,National Science Foundation,Grant,"The company received $256,000 of grant funding from National Science Foundation in October 2021. The funds will be used for integrating artificial intelligence into the company's mobile assessment software to help medical educators identify excelling, competent, and struggling resident physicians faster than existing methods."
MileMarker,265691-08,272430-46T,05-Sep-2019,,,Novella Center for Entrepreneurship (Jeffrey Cherry),Accelerator/Incubator,"The company joined Novella Center for Entrepreneurship as a part of the Conscious Venture Lab's (CVL) fifth accelerator program on September 5, 2019. No equity or funding was exchanged as a result of this program."
MindStand,438105-25,146316-70T,01-Jan-2019,,,Johns Hopkins Technology Ventures,Accelerator/Incubator,The company joined Johns Hopkins Technology Ventures as part of its 2019-20 Social Innovation Lab Cohort in 2019.
MindStand,438105-25,149070-88T,11-Nov-2019,0.03,Actual,,Angel (individual),"The company raised $25,000 of angel funding from undisclosed investors on November 11, 2019."
MindStand,438105-25,149071-06T,,0.01,Actual,Forum National Investments,Grant,"The company received $3,500 of grant funding from Forum National Investments on an undisclosed date."
MindStand,438105-25,184385-62T,18-Nov-2021,0.02,Actual,Techstars (Monica Wheat),Accelerator/Incubator,"The company joined Techstars as part of its Equitech Fall 2021 Cohort on November 18, 2021 and received $20,000 in funding."
MindStand,438105-25,187391-71T,01-Jan-2021,0.12,Actual,,Accelerator/Incubator,
MindStand,438105-25,187450-66T,01-Dec-2018,0.03,Actual,,Seed Round,"The company raised $25,000 of seed funding from undisclosed investors in December 2018."
MindStand,438105-25,187451-65T,27-Apr-2021,0.02,Actual,"Duke University Endowment, North Carolina Central University",Grant,"The company received $20,000 of grant funding from North Carolina Central University and Duke University Endowment on April 27, 2021."
MindStand,438105-25,209840-50T,20-May-2021,,,Envision Accelerator,Accelerator/Incubator,"The company graduated from Envision Accelerator as a part of Cohort 1 (Summer '20) on May 20, 2021."
MindStand,438105-25,209842-75T,24-Feb-2022,0.04,Actual,TEDCO,Early Stage VC,"The company raised $35,000 of venture funding from TEDCO on February 24, 2022."
miRecule,231876-37,110357-38T,01-Jan-2017,0.41,Actual,National Cancer Institute,Grant,"The company received $410,681 of grant funding from National Cancer Institute in 2017."
miRecule,231876-37,110357-56T,01-Sep-2019,2.50,Actual,"Alexandria Venture Investments, Alumni Ventures, Angel Investors, Pathway Bioventures",Seed Round,"The company raised $2.5 million of seed funding from Alumni Ventures, Alexandria Venture Investments and Pathway Bioventures on September 1, 2019, putting the company's pre-money valuation at $7.5 million. Angel Investors also participated in the round. The funding will be used to develop a therapy to treat drug-resistant cancers."
miRecule,231876-37,110357-74T,02-Feb-2017,0.05,Actual,Immunomic Therapeutics,Accelerator/Incubator,"The company joined Immunomic Therapeutics on February 2, 2017 and received $50,000 in funding."
miRecule,231876-37,110358-19T,20-Oct-2018,0.25,Actual,,Angel (individual),"The company raised $250,000 of angel funding from undisclosed investors on October 20, 2018."
miRecule,231876-37,110358-46T,20-Sep-2018,0.20,Estimated,,Grant,"The company received an estimated $200,740 of grant funding on an undisclosed date."
miRecule,231876-37,125987-05T,05-Nov-2020,2.50,Actual,"Alexandria Venture Investments, Alumni Ventures (Lynn-Ann Gries), Boutique Venture Partners, FSHD SOCIETY, Pathway Bioventures",Seed Round,"The company raised $2.5 million of seed funding from FSHD SOCIETY, Alexandria Venture Investments and Pathway Bioventures on November 5, 2020, putting the company's pre-money valuation at $10 million. Boutique Venture Partners and Alumni Ventures also participated in the round."
miRecule,231876-37,125988-22T,01-Jan-2018,0.31,Actual,U.S. Department of Health and Human Services,Grant,"The company received $305,000 of SBIR Phase I grant funding from U.S. Department of Health and Human Services in 2018."
miRecule,231876-37,155358-82T,10-Aug-2020,3.50,Estimated,"Alexandria Venture Investments, Alumni Ventures, Pathway Bioventures, University System of Maryland Foundation",Seed Round,"The company raised $3.5 million of seed funding from Alexandria Venture Investments, Alumni Ventures Group, Pathway Bioventures and University System of Maryland Foundation on August 10, 2020. Other undisclosed investors also participated in the round."
miRecule,231876-37,155359-63T,01-Jan-2020,2.00,Actual,National Cancer Institute,Grant,The company received $2 million of Phase II Small Business Innovation Research grant funding from National Cancer Institute in 2020.
miRecule,231876-37,172679-23T,24-May-2021,5.70,Actual,"Alexandria Venture Investments, Alumni Ventures, Boutique Venture Partners (Rami El Assal), FSHD SOCIETY, Pathway Bioventures, The University System of Maryland Momentum Fund (Claire Johnson)",Seed Round,"The company raised $5.7 million of seed funding in a deal led by Alexandria Venture Investments on May 24, 2021. FSHD SOCIETY, Alumni Ventures, Pathway Bioventures, Boutique Venture Partners and The University System of Maryland Momentum Fund and other undisclosed investors also participated in the round. The funds will be used to start human testing for its lead candidate to treat head and neck cancer."
miRecule,231876-37,172681-93T,24-May-2021,3.70,Actual,National Institutes of Neurological Disorders and Stroke,Grant,"The company received $3.7 million of grant funding from National institutes of Neurological Disorders and Stroke on May 24, 2021."
miRecule,231876-37,203867-29T,20-Sep-2021,0.37,Actual,,Grant,"The company received a $370,531 grant from National Institutes of Health on September 20, 2021."
miRecule,231876-37,212090-05T,30-Sep-2022,3.00,Actual,"Alexandria Venture Investments, Boutique Venture Partners (Rami El Assal), Pathway Bioventures, Solve FSHD, Tachyon Ventures",Later Stage VC,"The company raised $3 million of venture funding in the form of Convertible debt from SOLVE FSHD, Tachyon Ventures and Alexandria Venture Investments on September 30, 2022. Pathway Bioventures and Boutique Venture Partners also participated in the round. The funds will be used to accelerate the development of antibody-RNA conjugate to treat facioscapulohumeral muscular dystrophy."
miRecule,231876-37,217738-27T,01-Jun-2016,,,Biohealth Innovation (Dave Lemus),Seed Round,The company raised an undisclosed amount of seed funding from Biohealth Innovation in June 2016.
miRecule,231876-37,255119-95T,14-Jul-2024,30.00,Actual,Sanofi (PAR: SAN),Later Stage VC,"The company raised $30 million of venture funding from Sanofi on July 14, 2024."
miRecule,231876-37,266823-10T,,,,,Later Stage VC,"The company is reportedly seeking an undisclosed amount of Series A venture funding as of July 15, 2024."
MPLEX,224160-40,100657-54T,03-Jan-2018,0.01,Actual,,Angel (individual),"The company raised $12,000 of angel funding from undisclosed investors on January 3, 2018."
MPLEX,224160-40,175265-92T,,1.19,Actual,,Angel (individual),The company raised $1.19 million of angel funding on an undisclosed date.
MPLEX,224160-40,254193-31T,01-Jan-2019,,,TERP Startup Laboratory,Accelerator/Incubator,The company joined TERP Startup Laboratory as a part of the Terp Startup Accelerator 2019 Cohort in 2019 and received an undisclosed amount of funding.
N5 Sensors,100573-21,44032-33T,09-Sep-2014,,,Maryland Industrial Partnerships,Accelerator/Incubator,"The company joined Maryland Industrial Partnerships on September 9, 2014."
N5 Sensors,100573-21,78177-88T,07-Nov-2016,0.80,Actual,Blu Venture Investors,Seed Round,"The company raised $800,000 of Seed funding in a deal led by Blu Venture Investors on November 7, 2016, putting the company's pre-money valuation at $1.5 million. Other undisclosed investors also participated in the round."
N5 Sensors,100573-21,78179-05T,01-Jan-2014,0.50,Actual,"National Science Foundation, U.S. Environmental Protection Agency, United States Department of Defense, US Department of Homeland Security",Grant,"The company received $497,085 of grant funding from the National Science Foundation, U.S. Environmental Protection Agency, US Department of Homeland Security and US Department of Defense in 2014."
N5 Sensors,100573-21,78179-32T,16-Sep-2015,0.87,Actual,"National Aeronautics and Space Administration, US Department of Homeland Security",Grant,"The company received $869,627 of grant funding from the National Aeronautics and Space Administration and US Department of Homeland Security on September 16, 2015."
N5 Sensors,100573-21,154314-01T,15-Apr-2020,,,,Debt - PPP,"The company was approved for a Paycheck Protection Program Loan in the range of $150,000-350,000 from Cross River Bank on April, 15 2020. The application cited 9 jobs to be retained with the financing."
N5 Sensors,100573-21,212214-52T,15-Jun-2023,2.50,Actual,"Blu Venture Investors (J.S. Gamble), Chesapeake Bay Seed Capital Fund, TEDCO (Solomon Asad), The University System of Maryland Momentum Fund",Seed Round,"The company raised $2.5 million of seed funding in a deal led by Blu Venture Investors on June 15, 2023, putting the company's pre-money valuation at $7.5 million. Chesapeake Bay Seed Capital Fund, The University System of Maryland Momentum Fund and TEDCO also participated in the round. The funds will be used to accelerate the commercial release of the company's products, scale up manufacturing, and expand its business team."
N5 Sensors,100573-21,235469-08T,31-Dec-2017,0.85,Actual,"National Aeronautics and Space Administration, United States Department of Agriculture",Grant,"The company received $849,558 of grant funding from United States Department of Agriculture and National Aeronautics and Space Administration on December 31, 2017."
N5 Sensors,100573-21,236063-08T,31-Dec-2018,1.53,Actual,U.S. Department of Energy,Grant,"The company received $1,530,000 of grant funding from the Department Of Energy in 2018."
N5 Sensors,100573-21,239601-34T,31-Dec-2016,0.09,Actual,U.S. Department of Commerce,Grant,"The company received $90,000 of grant funding from the Department Of Commerce in 2016."
N5 Sensors,100573-21,252213-31T,01-Jan-2019,0.90,Actual,"National Aeronautics and Space Administration, US Department of Homeland Security",Grant,"The company received $904,794 of grant funding from US Department of Homeland Security and National Aeronautics and Space Administration in 2019."
N5 Sensors,100573-21,252213-40T,01-Jan-2021,0.30,Actual,US Department of Homeland Security,Grant,"The company received $299,460 of grant funding from US Department of Homeland Security in 2021."
N5 Sensors,100573-21,252213-49T,01-Jan-2022,1.15,Actual,US Department of Homeland Security,Grant,The company received $1.15 million of grant funding from US Department of Homeland Security in 2022.
N5 Sensors,100573-21,252217-00T,,,,National Science Foundation,Accelerator/Incubator,The company joined National Science Foundation's DC I-Corps program on an undisclosed date.
